ofiii直播,#genre#
台灣國家風景區第6集 阿里山國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000006M001&sd=1080&proxy=true
台灣國家風景區第7集 雲嘉南濱海國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000007M001&sd=1080&proxy=true
台灣國家風景區第8集 西拉雅國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000008M001&sd=1080&proxy=true
台灣國家風景區第9集 茂林國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000009M001&sd=1080&proxy=true
台灣國家風景區第10集 大鵬灣國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000010M001&sd=1080&proxy=true
台灣國家風景區第11集 花東縱谷國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000011M001&sd=1080&proxy=true
台灣國家風景區第12集 東部海岸國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000012M001&sd=1080&proxy=true
台灣國家風景區第13集 澎湖國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000013M001&sd=1080&proxy=true
台灣國家風景區第14集 馬祖國家風景區,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod34561-000014M001&sd=1080&proxy=true
跨越時空的文明第1集 龍飛鳳舞,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000001M001&sd=1080&proxy=true
跨越時空的文明第2集 春秋戰國,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000002M001&sd=1080&proxy=true
跨越時空的文明第3集 周易八卦,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000003M001&sd=1080&proxy=true
跨越時空的文明第4集 孔孟儒家,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000004M001&sd=1080&proxy=true
跨越時空的文明第5集 老莊道學,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000005M001&sd=1080&proxy=true
跨越時空的文明第6集 秦皇漢武,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000006M001&sd=1080&proxy=true
跨越時空的文明第7集 貞觀之治,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000007M001&sd=1080&proxy=true
跨越時空的文明第8集 中土佛陀,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000008M001&sd=1080&proxy=true
跨越時空的文明第9集 白紙黑字,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000009M001&sd=1080&proxy=true
跨越時空的文明第10集 科舉考試,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000010M001&sd=1080&proxy=true
跨越時空的文明第11集 日月經天,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000011M001&sd=1080&proxy=true
跨越時空的文明第12集 江河行地,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000012M001&sd=1080&proxy=true
跨越時空的文明第13集 神農醫藥,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000013M001&sd=1080&proxy=true
跨越時空的文明第14集 以農為本,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000014M001&sd=1080&proxy=true
跨越時空的文明第15集 商業貨幣,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000015M001&sd=1080&proxy=true
跨越時空的文明第16集 絲綢之路,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000016M001&sd=1080&proxy=true
跨越時空的文明第17集 青銅陶瓷,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000017M001&sd=1080&proxy=true
跨越時空的文明第18集 天工開物,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000018M001&sd=1080&proxy=true
跨越時空的文明第19集 古代建築,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000019M001&sd=1080&proxy=true
跨越時空的文明第20集 塔寺園林,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000020M001&sd=1080&proxy=true
跨越時空的文明第21集 古窟藝術,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000021M001&sd=1080&proxy=true
跨越時空的文明第22集 帝王陵寢,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000022M001&sd=1080&proxy=true
跨越時空的文明第23集 水墨丹青,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000023M001&sd=1080&proxy=true
跨越時空的文明第24集 書法瑰寶,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000024M001&sd=1080&proxy=true
跨越時空的文明第25集 各領風騷,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000025M001&sd=1080&proxy=true
跨越時空的文明第26集 梨園戲曲,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000026M001&sd=1080&proxy=true
跨越時空的文明第27集 變法圖強,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000027M001&sd=1080&proxy=true
跨越時空的文明第28集 通古鑑今,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000028M001&sd=1080&proxy=true
跨越時空的文明第29集 康乾盛世,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000029M001&sd=1080&proxy=true
跨越時空的文明第30集 跨越時空,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod67364-000030M001&sd=1080&proxy=true
國家步道系列第1集 認識國家步道系統,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000001M001&sd=1080&proxy=true
國家步道系列第2集 陽明山,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000002M001&sd=1080&proxy=true
國家步道系列第3集 南台灣,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000003M001&sd=1080&proxy=true
國家步道系列第4集 淡蘭到東北角,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000004M001&sd=1080&proxy=true
國家步道系列第5集 插天山,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000005M001&sd=1080&proxy=true
國家步道系列第6集 霞喀羅 鹿場連嶺,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000006M001&sd=1080&proxy=true
國家步道系列第7集 蘇花到比亞毫,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000007M001&sd=1080&proxy=true
國家步道系列第8集 雪山羣峰,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000008M001&sd=1080&proxy=true
國家步道系列第9集 合歡 能高越嶺,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000009M001&sd=1080&proxy=true
國家步道系列第10集 中央山脈脊樑,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000010M001&sd=1080&proxy=true
國家步道系列第11集 關門,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000011M001&sd=1080&proxy=true
國家步道系列第12集 海岸山脈,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000012M001&sd=1080&proxy=true
國家步道系列第13集 阿里山,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000013M001&sd=1080&proxy=true
國家步道系列第14集 玉山橫斷,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000014M001&sd=1080&proxy=true
國家步道系列第15集 關山到內本鹿越嶺,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod23433-000015M001&sd=1080&proxy=true
探索發現—孫子兵法第1集 「根」（上篇）,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000001M001&sd=1080&proxy=true
探索發現—孫子兵法第2集 「根」（下篇）,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000002M001&sd=1080&proxy=true
探索發現—孫子兵法第3集 「策」（上篇）,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000003M001&sd=1080&proxy=true
探索發現—孫子兵法第4集 「策」（下篇）,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000004M001&sd=1080&proxy=true
探索發現—孫子兵法第5集 「謀」,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000005M001&sd=1080&proxy=true
探索發現—孫子兵法第6集 「爭」（上篇）,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000006M001&sd=1080&proxy=true
探索發現—孫子兵法第7集 「爭」（下篇）,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000007M001&sd=1080&proxy=true
探索發現—孫子兵法第8集 「融」,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod69486-000008M001&sd=1080&proxy=true
早餐中國2第2季第1集 新疆吐魯番《烤包子》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020001M001&sd=1080&proxy=true
早餐中國2第2季第2集 重慶《小麵》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020002M001&sd=1080&proxy=true
早餐中國2第2季第3集 內蒙古赤峰《對夾》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020003M001&sd=1080&proxy=true
早餐中國2第2季第4集 浙江寧波《麵結麵》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020004M001&sd=1080&proxy=true
早餐中國2第2季第5集 寧夏銀川《羊雜碎》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020005M001&sd=1080&proxy=true
早餐中國2第2季第6集 山東濰坊《火燒》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020006M001&sd=1080&proxy=true
早餐中國2第2季第7集 北京《豆汁》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020007M001&sd=1080&proxy=true
早餐中國2第2季第8集 江西南昌《拌粉 瓦罐湯》,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii82@vod45210-020008M001&sd=1080&proxy=true
佔有姜西,#genre#
第1集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000001M001&sd=1080&proxy=true
第2集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000002M001&sd=1080&proxy=true
第3集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000003M001&sd=1080&proxy=true
第4集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000004M001&sd=1080&proxy=true
第5集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000005M001&sd=1080&proxy=true
第6集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000006M001&sd=1080&proxy=true
第7集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000007M001&sd=1080&proxy=true
第8集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000008M001&sd=1080&proxy=true
第9集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000009M001&sd=1080&proxy=true
第10集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000010M001&sd=1080&proxy=true
第11集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000011M001&sd=1080&proxy=true
第12集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000012M001&sd=1080&proxy=true
第13集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000013M001&sd=1080&proxy=true
第14集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000014M001&sd=1080&proxy=true
第15集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000015M001&sd=1080&proxy=true
第16集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000016M001&sd=1080&proxy=true
第17集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000017M001&sd=1080&proxy=true
第18集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000018M001&sd=1080&proxy=true
第19集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000019M001&sd=1080&proxy=true
第20集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000020M001&sd=1080&proxy=true
第21集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000021M001&sd=1080&proxy=true
第22集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000022M001&sd=1080&proxy=true
第23集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000023M001&sd=1080&proxy=true
第24集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii117@vod76555-000024M001&sd=1080&proxy=true
中國美食大探索,#genre#
人間有味-精華篇第1集 甘味 阿基師,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000001M001&sd=1080&proxy=true
人間有味-精華篇第2集 家味 王群翔,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000002M001&sd=1080&proxy=true
人間有味-精華篇第3集 餘味 莊月嬌,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000003M001&sd=1080&proxy=true
人間有味-精華篇第4集 鄉味 大陸婆婆,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000004M001&sd=1080&proxy=true
人間有味-精華篇第5集 守味 陸光小館,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000005M001&sd=1080&proxy=true
人間有味-精華篇第6集 野味 陶甕百合春天,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000006M001&sd=1080&proxy=true
人間有味-精華篇第7集 清味 蜻蜓石,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000007M001&sd=1080&proxy=true
人間有味-精華篇第8集 舒味 米貝果,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000008M001&sd=1080&proxy=true
人間有味-精華篇第9集 原味 陽光廚房,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000009M001&sd=1080&proxy=true
人間有味-精華篇第10集 回味 龍私廚,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000010M001&sd=1080&proxy=true
人間有味-精華篇第11集 山味 流流社,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000011M001&sd=1080&proxy=true
人間有味-精華篇第12集 晨味 壽豐早餐,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000012M001&sd=1080&proxy=true
人間有味-精華篇第13集 純味 紅葉蛋糕,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000013M001&sd=1080&proxy=true
人間有味-精華篇第14集 傳味 陳兆麟,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000014M001&sd=1080&proxy=true
人間有味-精華篇第15集 真味 歸真園,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000015M001&sd=1080&proxy=true
人間有味-精華篇第16集 福味 鼎王,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000016M001&sd=1080&proxy=true
人間有味-精華篇第17集 愛味 胖胖啤酒馬,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000017M001&sd=1080&proxy=true
人間有味-精華篇第18集 美味 蟳蜅女,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000018M001&sd=1080&proxy=true
人間有味-精華篇第19集 勁味 陳源香肉鬆,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000019M001&sd=1080&proxy=true
人間有味-精華篇第20集 誠味 壹號煎包,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000020M001&sd=1080&proxy=true
人間有味-精華篇第21集 歸味 美好生活沙茶麵,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000021M001&sd=1080&proxy=true
人間有味-精華篇第22集 執味 董議成沙茶麵,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000022M001&sd=1080&proxy=true
人間有味-精華篇第23集 惜味 陳花現,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000023M001&sd=1080&proxy=true
人間有味-精華篇第24集 尋味 朱文彬,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000024M001&sd=1080&proxy=true
人間有味-精華篇第25集 醇味 單車咖啡,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000025M001&sd=1080&proxy=true
人間有味-精華篇第26集 謹味 小日子廚房,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000026M001&sd=1080&proxy=true
人間有味-精華篇第27集 淡味 妙香素食,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000027M001&sd=1080&proxy=true
人間有味-精華篇第28集 樂味 阿來泰國餐廳,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000028M001&sd=1080&proxy=true
人間有味-精華篇第29集 暖味 安泰社區食堂,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000029M001&sd=1080&proxy=true
人間有味-精華篇第30集 淨味 游水豆腐,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod43385-000030M001&sd=1080&proxy=true
食來運轉3第1集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000001M001&sd=1080&proxy=true
食來運轉3第2集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000002M001&sd=1080&proxy=true
食來運轉3第3集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000003M001&sd=1080&proxy=true
食來運轉3第4集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000004M001&sd=1080&proxy=true
食來運轉3第5集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000005M001&sd=1080&proxy=true
食來運轉3第6集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000006M001&sd=1080&proxy=true
食來運轉3第7集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000007M001&sd=1080&proxy=true
食來運轉3第8集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000008M001&sd=1080&proxy=true
食來運轉3第9集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000009M001&sd=1080&proxy=true
食來運轉3第10集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000010M001&sd=1080&proxy=true
食來運轉3第11集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000011M001&sd=1080&proxy=true
食來運轉3第12集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000012M001&sd=1080&proxy=true
食來運轉3第13集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000013M001&sd=1080&proxy=true
食來運轉3第14集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000014M001&sd=1080&proxy=true
食來運轉3第15集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000015M001&sd=1080&proxy=true
食來運轉3第16集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000016M001&sd=1080&proxy=true
食來運轉3第17集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000017M001&sd=1080&proxy=true
食來運轉3第18集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000018M001&sd=1080&proxy=true
食來運轉3第19集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000019M001&sd=1080&proxy=true
食來運轉3第20集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000020M001&sd=1080&proxy=true
食來運轉3第21集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000021M001&sd=1080&proxy=true
食來運轉3第22集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000022M001&sd=1080&proxy=true
食來運轉3第23集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000023M001&sd=1080&proxy=true
食來運轉3第24集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000024M001&sd=1080&proxy=true
食來運轉3第25集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000025M001&sd=1080&proxy=true
食來運轉3第26集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000026M001&sd=1080&proxy=true
食來運轉3第27集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000027M001&sd=1080&proxy=true
食來運轉3第28集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000028M001&sd=1080&proxy=true
食來運轉3第29集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000029M001&sd=1080&proxy=true
食來運轉3第30集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000030M001&sd=1080&proxy=true
食來運轉3第31集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod71027-000031M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第1集 源起閩都,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030001M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第2集 知味閩地,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030002M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第3集 功夫廚房,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030003M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第4集 匠心獨運,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030004M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第5集 閩地小食,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030005M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第6集 光輝歲月,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030006M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第7集 心手相承,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030007M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第8集 八閩風味,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030008M001&sd=1080&proxy=true
舌尖之福 閩味傳奇第3季第9集 味隱於市,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii246@vod40407-030009M001&sd=1080&proxy=true
國色芳華,#genre#
第1集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000001M001&sd=1080&proxy=true
第2集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000002M001&sd=1080&proxy=true
第3集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000003M001&sd=1080&proxy=true
第4集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000004M001&sd=1080&proxy=true
第5集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000005M001&sd=1080&proxy=true
第6集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000006M001&sd=1080&proxy=true
第7集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000007M001&sd=1080&proxy=true
第8集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000008M001&sd=1080&proxy=true
第9集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000009M001&sd=1080&proxy=true
第10集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000010M001&sd=1080&proxy=true
第11集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000011M001&sd=1080&proxy=true
第12集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000012M001&sd=1080&proxy=true
第13集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000013M001&sd=1080&proxy=true
第14集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000014M001&sd=1080&proxy=true
第15集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000015M001&sd=1080&proxy=true
第16集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000016M001&sd=1080&proxy=true
第17集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000017M001&sd=1080&proxy=true
第18集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000018M001&sd=1080&proxy=true
第19集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000019M001&sd=1080&proxy=true
第20集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000020M001&sd=1080&proxy=true
第21集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000021M001&sd=1080&proxy=true
第22集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000022M001&sd=1080&proxy=true
第23集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000023M001&sd=1080&proxy=true
第24集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000024M001&sd=1080&proxy=true
第25集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000025M001&sd=1080&proxy=true
第26集,http://ali.xg200.52top.com.cn:31009/index.m3u8?pid=ofiii108@vod76293-000026M001&sd=1080&proxy=true
